"caminho","bytes","classificacao","justificativa","sha256","duplicado_de"
".agents/skills/supabase-postgres-best-practices/references/monitor-vacuum-analyze.md","1561","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","8d35221e676f13b122865d5df947a008c41367bd180010e52fde3c429e8552a9",""
".agents/skills/supabase-postgres-best-practices/references/query-composite-indexes.md","1498","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","7e75d1b4d4431cb874ecc28710e95b7d2d7364511daa5d2c8e9d7de7ce1d0054",""
".agents/skills/supabase-postgres-best-practices/references/query-covering-indexes.md","1327","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","028770393de8c0be6dcc7b9fb017f8209761d1854ebf433f036367e602f2d04d",""
".agents/skills/supabase-postgres-best-practices/references/query-index-types.md","1569","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","5f054ce4f835091bb5ff89875deb5f8ade9e447e2ea62d1ca07382d104af0f2d",""
".agents/skills/supabase-postgres-best-practices/references/query-missing-indexes.md","1261","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","15ddf120c86020612d2713225c850e0e4f022b38021f40f45e5bbe58f245dcc3",""
".agents/skills/supabase-postgres-best-practices/references/query-partial-indexes.md","1392","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","106e2b88ff64115efa0a6b5f448d31788681493eeec05ad373f7c2ce6c8e0381",""
".agents/skills/supabase-postgres-best-practices/references/schema-constraints.md","1960","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","d6e16d565c9832b70f8b1d472f7dc86dafa1351a44e8da72c88b48d337f73d7f",""
".agents/skills/supabase-postgres-best-practices/references/schema-data-types.md","1499","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","df3197b3393f37b065396c2d3d2035d870d5d572ceaf6562e7c85559dcd11871",""
".agents/skills/supabase-postgres-best-practices/references/schema-foreign-key-indexes.md","1738","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","b49a4e74ded6dd2a2bcf82d21fd22470c403b54cc526dc387f95c001c005c5d2",""
".agents/skills/supabase-postgres-best-practices/references/schema-lowercase-identifiers.md","1783","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","e7e3e073df2fd787cc4e58dbfe1b7eb1f80439326042c5e73a69ae8a3b1dd734",""
".agents/skills/supabase-postgres-best-practices/references/schema-partitioning.md","1603","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","d940ee09551e970f97c629e816502989c37f7dcea1df94b4b52f79f6eefc9971",""
".agents/skills/supabase-postgres-best-practices/references/schema-primary-keys.md","1882","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","8e4350d0c4b0034fa843ef74716978729329543ff57fe9fad1d22e31a86ae0c5",""
".agents/skills/supabase-postgres-best-practices/references/security-privileges.md","1620","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","079b20aba6ce8dbea81678fafdd95b4f9785440e91d07eb96029104597cb9693",""
".agents/skills/supabase-postgres-best-practices/references/security-rls-basics.md","1422","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","e1b419ae752d06f6180a0dd61fa21cfdc2b19e34902495bd2827d3e6e350dfe3",""
".agents/skills/supabase-postgres-best-practices/references/security-rls-performance.md","2166","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","b9defa5e5815a5dadf792b7c9ad7941eeaa1034082b3b06c9cd56083184022ad",""
".agents/skills/supabase-postgres-best-practices/SKILL.md","2640","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","be9a8dcecb83376f38ef92aad6ae78f28a23865501aba941fdce213b58f00996",""
".agents/skills/supabase/assets/feedback-issue-template.md","476","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","74b5dfa3a8f7d6584af059a12bae4cd6bb66d1f3205dc306bf31d4f4ae2a13b1",""
".agents/skills/supabase/CHANGELOG.md","3325","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","859ff510a474f199ee52e751185ae9e901768168928e685da3aaafb9678e7dc1",""
".agents/skills/supabase/references/skill-feedback.md","1052","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","85e688b56623f9250d23b60ea950dee740fd537980fc72178fe185eab76742b7",""
".agents/skills/supabase/SKILL.md","11400","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","54a98503afb910f8f01ef4d55691dea939a7d7141e66f972ac5c86ddbad18bc6",""
".claude/launch.json","175","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","64b0e3f027e2ecba7d70836bc6a3da05a02288015e8cc1801366d0f68adee368",""
".claude/settings.local.json","198","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","621b56d2cbedfb86cecfc0bf274cc968dfb55971f1a44fac829554690c04ac61",""
".env","765","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","cf2be4482f8083e85fd2ac92c98262066f539a96437ae2faa171cefa36fdd86f",""
".env.example","1179","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","c875dd1f9b1954c24200732b8593510a157d1bfd5aec6c83aa3fb8bac8392ac7",""
".gitignore","468","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","1a67990f4c956dd0d93171e5075d9c1d07b1dbf68e8d52706af02d32c11fea45",""
".mcp.json","351","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","40d8b6575e94d299f66842558c222e3e56b181aa7175290425cd1d88f1ba23c1",""
".prettierignore","90","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","021a4386441ee2564f8276ade1ab444de8ea8c20079c5c9c19add50e6f2bfe56",""
".prettierrc","120","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","eae27b3e5fcad887ab51801e81ded6acb02f5360c6671614f4cca830e06699af",""
"db/migrations/20260521143000_production_hardening.sql","21378","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","2f7d8bec6ce4cdaa3e1b791ab56b5ef375aa53e874493688586fe2c562c3b711",""
"db/migrations/20260521180000_generic_pix_gateway.sql","757","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","a19232f2c31512f108460b79cf6f5a049c03ee1ee784e0c1a3b35df1aaf6f2eb",""
"db/migrations/20260521190000_orders_delivery_evolution.sql","3296","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","77cc9b4a88382df604be7e2256908261154217be82a8382d43921cc60e72a545",""
"db/migrations/20260522153000_order_number_defaults.sql","1380","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","3f3bee27850349ec9b856625b9458aaa544e19168d1ab9c22fffbe41ce40f628",""
"db/migrations/20260522154000_public_order_address_fields.sql","1728","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","d86d3e1dd6c0da887b53f76c1fd4db2e9909c0c5123005e780a4a57f4d32e887",""
"db/migrations/20260526110000_subscription_and_manual_pix.sql","1789","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","d691761a1c2c779bb146858394d1fc9556c4e9c5a6261562daae573da8cf0680",""
"db/migrations/20260527102000_store_profile_and_plan_safety.sql","1659","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","6a9d4e64c569d0d198f7ac400ea00b4b83d064e095c05c845bee7be7529d90fd",""
"db/migrations/20260617120000_supabase_auth_storage_maps.sql","3456","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","255e3c2333e5f94ed85424a4e52a8e1450457e745aecf0a9490706413e5d0f56",""
"db/migrations/20260617163500_store_public_profile_columns.sql","407","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","4f37c75fe051ab6703b09a9f9baeb1b07aba26e07b52a21fe5fe847f2a934fdd",""
"db/migrations/20260618082000_store_contract_columns.sql","4407","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","c0d9a683d70e965c2ef4e14367a4a3fa7f9186bbc6b8e98a356b87ad70122a46",""
"db/migrations/20260618090000_subscriptions_provider_column.sql","553","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","04c357babab634a5dd3311a6670241665044040ff09e0dd6310969f838244e4e",""
"db/migrations/20260618104500_supabase_api_privilege_hardening.sql","2278","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","1c671a1c7ffe1e13c696742aceeeddf959a16f4b5ff37cf38cdca786a5aa365f",""
"db/migrations/20260618133000_supabase_performance_indexes.sql","756","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","b2ed89507cff29e275ca8fffa841c9f14d2e4e9beb28bd32a565c56436900a41",""
"db/migrations/20260619145104_plan_monthly_order_limit.sql","1116","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","585a27829a879f478f5b238989ae53ef516b4d1d5228326b15ff029636cada93",""
"db/migrations/20260622103000_supabase_runtime_contract_alignment.sql","8662","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","cd3d5409aab65e7ebc37280dc7717468a5c4fc5822d1dbb72522fc2740ed6707",""
"db/migrations/20260622160000_delivery_drivers.sql","1006","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","c0908a3973acbe3be6db5383c02677d7fae8fc3f5e6e18bb2bc526e62e0cf2bb",""
"db/migrations/20260623150000_fix_store_reviews_unique_constraint.sql","355","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","8b4029e251c3f6c240870ef3abe14d6a335093b63bbafc7b362665c139e7660f",""
"db/migrations/20260624090000_cursor_pagination_indexes.sql","1237","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","48591cbb738f1c2802eb77ace3bf14e305e13b712c2db7df1977033ccea6544c",""
"db/migrations/20260624100000_asaas_central_escrow.sql","7769","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","9baf9238db404c35dd5e5f1a56b8829ba369b43573cc2be42352d96df94d82c8",""
"db/migrations/20260624110000_checkout_integrity.sql","4397","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","4871efab3cf963a8cccbfaebe836fe1c191dc032d2077d8d80b6a9f235517cc4",""
"db/schema.sql","327","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","888baff69ff96cd4a08e9710074bcadcb7ac3c09b3eab83b3d21d8da8163e2d2",""
"DEPLOY_RUNBOOK.md","1608","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","850258b843aaabbbfec8011e7341a9fde926d18e5995b4f79701d99873416251",""
"deploy/nginx-vexortech.conf","5507","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","5e5a133f7fd328cd02730539cbdf308d2caa566007cf2b38cc3dbfdb049cbe32",""
"deploy/vexortech.service","408","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","6462f9317a3771ce31dfdf1ecff767bb9beaf0b8d5db3050ec1766e9274490d4",""
"deploy/VPS_BACKEND.md","1728","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","488e43e2927ab60f3ad16031a45c7f4388506b5cec076d28f8eee2702cf38d93",""
"docs/AUDIT_SUBSCRIPTIONS.md","142245","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","6c419d2340089b1e6d2c61155e62c36dd81f80597377680e058fa041ac068b78",""
"docs/evidence/ui-eval-admin-platform-settings.png","85701","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","70be95153198e826fe426db4cdc2b3ab41b2720ccf783320368ea26411e612d9",""
"docs/evidence/ui-eval-merchant-deliveries-native-mobile.png","151743","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","a6526838f750e1703368ef5ac9ef973248f496c102fefa49819a17bafa764ff3",""
"docs/evidence/ui-eval-merchant-deliveries-native.png","150685","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","852164597bf05179badf64f998a437b3a14c339294541a36c391192f1f978288",""
"docs/evidence/ui-eval-merchant-settings-native-mobile.png","187102","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","868e62c5ce836b4b0ffb9ece2083431b11b04adb7399e5022be8294c777d2eb4",""
"docs/evidence/ui-eval-merchant-settings-native.png","232520","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","b742efa300543273efcb3a1bc3d9092c8e2c8ecdf1368568d26d44d33bbad5c0",""
"docs/evidence/ui-eval-order-tracking-cancelled.png","63090","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","ef48089643e88b783c0e20c938e664b06a99f185fabed3972eb84a20669b7dc2",""
"docs/evidence/ui-eval-product-mobile-native.png","30805","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","ff4813926e608fff344e2244cd4e041bca4d45599af27f37eb9324f192bcbef8",""
"docs/evidence/ui-eval-product-options-native.png","52346","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","c76918eaaae47f8758dc427b51720fccdd5671472c46037f077f619091aac207",""
"docs/evidence/ui-eval-product-upload-native.png","46367","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","6d15c11974f86c4258124fc01097096796deb6e8f8bf275fee869362f923d490",""
"docs/evidence/ui-eval-products-native.png","61594","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","ebc7d3ebaac63cf13f9eb8db4e0e99f4dc691a3665bf89a0e7f708ad11851e25",""
"docs/evidence/ui-eval-subscription-billing.png","86450","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","c565fb64174ec472aff656cd9d3f36d4c3ba067e16a1af49456d089b708f87d8",""
"docs/evidence/ui-eval-subscription-credit-card.png","99900","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","6d0f4e943f49f8b7b29aed60bc4f7138289574e21de4ab693dcf930d947de281",""
"docs/project-inventory-before-modernization.csv","281813","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","21161bccce0dd57411336685e301d6622da54bae203c1f3e31cbf78b3eea78d1",""
"docs/project-removed-files.csv","211278","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","79c40c4e0f4db92558eaaef844241505c34fa57aca2e1af9bf50509eddd54066",""
"docs/refs/FUNDO ANIMADO.png","90879","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","330e59c035f2ffdc1b9d8d2319ebec615cb968d6b270c5620d9601d414441071",""
"docs/refs/REMOVER SELECIONADOS.png","165997","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","0c032af0477c3036b791fde6e0bab0858f3bd88a6a76f84192e7a76118b9f51c",""
"docs/SUPABASE_SECURITY_ACTIONS.md","2325","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","1e64e78fe97fee3a14016c0aa8a0949b3ab3fc009027ee6c2f728bc758ce72ab",""
"eslint.config.js","1110","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","5081049be5daafc25c849f70deeb5bf48aad8f630277c774f789141700904817",""
"index.html","850","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","1b58730af781861031612a985f82726e8da99d6034d39a9415406963461c5d3a",""
"package-lock.json","112488","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","17f503c13a838b45ab42dab9b622ea0d9ebd45ba599afea4af772ce6f79aecdd",""
"package.json","1766","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","9cfb340d368ece0fd8d9b0717da032adfa3714c1ece026aa91a0c71bddf5eee6",""
"playwright.config.ts","651","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","afd2ac5b6f5289716bc21444e053c52be4947b8467e968702bec7054648466cd",""
"public/brand/hype-delivery-brand.webp","86272","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","02231ca656e7f92994d553e258beadad8afeaeec231133e77c91c090a04637ba",""
"public/brand/hype-icon.svg","337","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","ec6f9b39e8196efa1bee61dda82aab160db3e8a3ccb9fc9f9a8023a2016541a9",""
"public/manifest.webmanifest","335","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","ec1bd7d39c1914717c90cb6aeee011ba98a5aaf81e7a25399e5320c10dee307a",""
"README.md","3206","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","82f79241ad7ce209d5fabb2587203a77a10218370ed6352fed0308233e186bee",""
"scripts/check-schema.mjs","16880","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","e21fe94d939063b3cb5a0a1bb44f723ed9327892a6db081a7986070986fa0fd9",""
"scripts/inventory-project.mjs","3854","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","b042ba0285ce5665a24fca55d7901123901c5ea5e4121915f646858bc00c6a48",""
"scripts/migrate.mjs","7790","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","c83ea40d6979d338b5a84020d586c7d8fd2ddd0f6aef07b6e8f2ac47a5dfb562",""
"scripts/optimize-raster.mjs","1903","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","c425de2c5a13a3826ae113e68acc56bf981b951f49d3376309f0c20828ad301e",""
"scripts/quarantine-legacy.ps1","7494","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","610998f6b01d4769fd2cf50d7fdf2853a3d71d080cd3179627baf4f118dd6132",""
"skills-lock.json","549","possivelmente_em_uso","Documento, dado ou configuracao preservado para revisao manual.","daea681b8f771aff8de06716d3e2e3361956bd3bbdc06737887f3236fbe1acdf",""
"src/__tests__/encoding.test.ts","2361","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","256c17d38bedc124a9b76583512d0db724181ba517bfbf0a4d265f4b4175d431",""
"src/backend/auth-public-signup.test.ts","1623","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","8433b1c565786a6dee2292b4c7bc0b1c3c5017aa8a712ce535e6daf5f3da46e3",""
"src/backend/auth-security.test.ts","3850","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","8b3c44764a432ec9b02d7b40608ff373252a6b1e98c096d3c28f8fc0e967c2f8",""
"src/backend/auth.ts","19139","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","9ef98555a15f546fc1b6125f8466b018a161e5261cf0f0f69db76a2b440cb43d",""
"src/backend/db.ts","5141","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","7d99aafcaf4a4949d486cae7dcf3b614fae63f8056d1d2a93b54370e018a121b",""
"src/backend/env.ts","2562","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","6317e5158c41a970b27c3d50284f23c6a10f23635a440b17433d667247319815",""
"src/backend/functions.ts","19415","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","223b537e507287339030bddbd7b202d35b65941fc83c81491b374f91c4c0aec2",""
"src/backend/query-security.test.ts","8311","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","5dd2677729d38eef39d77ffae07fea6ff0dede2cad0e2fc043c55f8cc23a8401",""
"src/backend/query.test.ts","4818","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","cb89a3d54d414e6ed818ae5c329eb5763a5188dfa67f4518c6a8ea9f37e1356c",""
"src/backend/query.ts","55302","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","ea1e84f0da670e9fe89fbd5e40f47a634ddd290dea2815d74404c22b8c8f49fb",""
"src/backend/realtime-security.test.ts","3348","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","ed5d317ea140f56a074cb4e30600ee17f9832775792230a0f01ee17eff2dcb9c",""
"src/backend/realtime.ts","9207","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","1049e42938307a179c825c528eeedddcf065ca075fc8243686add58f0926a858",""
"src/backend/rpc-security.test.ts","1734","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","e8aeb99ec9ec95a9c7bba02d18d8becb8308096cc53c06ca1c4e3d50f27f937f",""
"src/backend/rpc.ts","3779","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","2f707a7758abe48e8e86c648ebaf3b16fdf6c17ea5b41bb9d8d84d374ef5796e",""
"src/backend/storage.ts","5549","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","670982a64633438465f5f2ce00cdcd841a77847168c86f3433cd5a78cc20d468",""
"src/backend/supabase-security.test.ts","5091","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","74b2d59692f84da09ebc51d5971a294eb76bb25e36f27cc7779dac0a41de0f85",""
"src/backend/supabase.ts","13445","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","650fd496a6aab7cffa4e8bc361315ff96c51ced5da198de85fe55e06b3ea4cfb",""
"src/backend/webhooks.test.ts","12697","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","0c5bac3dcd17ad05780a14da78e5f7b8c6cfaeb0900084020dcaeced06636c22",""
"src/backend/webhooks.ts","25635","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","cff04d40b75878c2e1b0e94654bdcee75c34f5cce85df56fba40a625823caaf3",""
"src/functions/evolution.server.ts","17538","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","ceb1257e3b9e86b89a70636874155311242b0e2c2ab521e795155c73bcb4fa3a",""
"src/integrations/backend/client.server.ts","674","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","459b44385b478d756fa01e81b7efec765fe49782629e9a71ca0935541e77d709",""
"src/integrations/backend/compat-types.ts","1781","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","617b4620a35b024d6f77b9ee397610c7f9583d1146df1d9d1756d6f5764ea836",""
"src/integrations/backend/query-builder.test.ts","2829","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","333e5702078eb5bd33e2f0e9bb3af3f44203ecddb041cb661a8640712eb9799b",""
"src/integrations/backend/query-builder.ts","4064","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","b78a415956a8bc146dc481259acfc5ab5409cb0c2a47f8ebed2c732cb797b73d",""
"src/lib/opening-hours.ts","2822","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","eca641e605b3e8bb54e29795e07685ecefc060bd6d1da77a5b91ce2b20262ca9",""
"src/lib/validators.ts","4818","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","6c0c015cef6881f83473cb246bffd3dfa8ead33447f57bdef087994dcba0405a",""
"src/server/asaas.central.ts","6810","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","71ed545b0c8b1a4aba377540f0ec2890398e9425b4d6bbce80944487a5fc659b",""
"src/server/asaas.server.test.ts","3880","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","b6d28d2c0a50e9cd20512931e25aef90a98c8663a15613464ddd707dbc913dd6",""
"src/server/asaas.server.ts","9157","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","96bdea0426a8d8b54c44386346bfca694686140597f6049391515f9e178467b2",""
